Course_ID,Learners_Enrolled,Exam_Registration
noc26_ch97,223,3
noc26_ch98,235,13
noc26_ch99,382,4
noc26_cs100,1159,26
noc26_cs101,4063,93
noc26_cs102,5635,110
noc26_cs103,1361,31
noc26_cs104,8403,746
noc26_cs105,4813,259
noc26_cs106,7121,148
noc26_cs107,50983,2988
noc26_cs108,1818,217
noc26_cs109,25912,1852
noc26_cs110,4669,184
noc26_cs111,3508,52
noc26_cs112,17691,1368
noc26_cs113,13666,811
noc26_cs114,5472,233
noc26_cs115,4516,254
noc26_cs116,439,8
noc26_cs117,27848,1249
noc26_cs118,3219,172
noc26_cs119,19679,1146
noc26_cs120,5092,178
noc26_cs121,925,53
noc26_cs122,897,40
noc26_cs123,13417,586
noc26_cs124,323,3
noc26_cs125,1154,18
noc26_cs126,313,10
noc26_cs127,611,11
noc26_cs128,2769,95
noc26_cs129,21138,900
noc26_cs130,814,36
noc26_cs131,10171,422
noc26_cs132,9458,354
noc26_cs133,21955,1031
noc26_cs134,5635,197
noc26_cs135,6102,305
noc26_cs136,34997,2457
noc26_cs137,2728,88
noc26_cs138,15912,739
noc26_cs139,5264,191
noc26_cs140,2522,62
noc26_cs141,27948,1719
noc26_cs142,409,4
noc26_cs143,1457,31
noc26_cs144,33282,1761
noc26_cs145,14205,1288
noc26_cs146,12424,461
noc26_cs147,331,2
noc26_cs148,128,0
noc26_cs149,241,5
noc26_cs150,62647,4120
noc26_cs151,13679,559
noc26_cs152,9497,577
noc26_cs153,54013,5071
noc26_cs154,537,24
noc26_cs155,7614,376
noc26_cs156,11539,757
noc26_cs157,30910,1328
noc26_cs158,6689,159
noc26_cs159,9432,423
noc26_cs160,33515,1859
noc26_cs161,85476,11451
noc26_cs162,19839,412
noc26_cs163,1851,35
noc26_cs164,1049,17
noc26_cs165,439,8
noc26_cs166,10921,1244
noc26_cs167,1022,20
noc26_cs168,2890,103
noc26_cs169,3847,84
noc26_cs170,5162,120
noc26_cs171,15132,959
noc26_cs172,151,4
noc26_cs173,1610,61
noc26_cs174,5229,209
noc26_cs175,2320,95
noc26_cs176,2339,108
noc26_cs177,12508,336
noc26_cs178,2430,71
noc26_cs179,3237,88
noc26_cs180,11566,577
noc26_cs181,4461,134
noc26_cs182,13794,891
noc26_cs183,4227,140
noc26_cs184,1072,17
noc26_cs185,3987,213
noc26_cs186,3017,50
noc26_cs187,695,3
noc26_cs188,11079,435
noc26_cs189,13174,1020
noc26_cs90,883,26
noc26_cs91,1432,12
noc26_cs92,499,14
noc26_cs93,897,102
noc26_cs94,209,3
noc26_cs95,13304,560
noc26_cs96,1647,48
noc26_cs97,2965,76
noc26_cs98,5982,111
noc26_cs99,19631,1355
noc26_cy41,220,5
noc26_cy42,655,73
noc26_cy43,668,27
noc26_cy44,194,2
noc26_cy45,1233,53
noc26_cy46,270,5
noc26_cy47,1169,38
noc26_cy48,1143,39
noc26_cy49,216,8
noc26_cy50,104,2
noc26_cy51,79,0
noc26_cy52,1158,35
noc26_cy53,319,32
noc26_cy54,326,3
noc26_cy55,396,20
noc26_cy56,88,4
noc26_cy57,89,0
noc26_cy58,186,3
noc26_cy59,114,0
noc26_cy60,440,11
noc26_cy61,251,8
noc26_cy62,164,3
noc26_cy63,240,41
noc26_cy64,1098,51
noc26_cy65,233,27
noc26_cy66,456,9
noc26_cy67,193,13
noc26_cy68,598,24
noc26_cy69,872,16
noc26_cy70,443,12
noc26_cy71,305,11
noc26_cy72,669,23
noc26_cy73,2085,65
noc26_cy74,393,12
noc26_cy75,387,16
noc26_cy76,416,7
noc26_de19,343,10
noc26_de20,921,34
noc26_de21,1123,100
noc26_de22,280,10
noc26_de23,2334,371
noc26_de24,123,3
noc26_de25,241,23
noc26_de26,9737,1444
noc26_de27,2216,36
noc26_de28,1101,28
noc26_de29,173,6
noc26_de30,698,48
noc26_de31,219,3
noc26_ec11,2107,95
noc26_ec12,371,5
noc26_ec13,397,112
noc26_ec14,577,38
noc26_ec15,272,6
noc26_ec16,2561,53
noc26_ec17,521,21
noc26_ec18,1535,50
noc26_ec19,177,22
noc26_ec20,1849,69
noc26_ec21,843,7
noc26_ec22,473,73
noc26_ec23,749,21
noc26_ee100,252,9
noc26_ee101,2945,53
noc26_ee102,312,1
noc26_ee103,7429,257
noc26_ee104,933,18
noc26_ee105,719,9
noc26_ee106,682,15
noc26_ee107,1019,34
noc26_ee108,1809,56
noc26_ee109,2282,134
noc26_ee110,1385,25
noc26_ee111,1118,29
noc26_ee112,720,26
noc26_ee113,2345,89
noc26_ee114,283,9
noc26_ee115,2229,40
noc26_ee116,1558,43
noc26_ee117,87,2
noc26_ee118,1416,47
noc26_ee119,736,17
noc26_ee120,4278,115
noc26_ee121,888,38
noc26_ee122,105,3
noc26_ee123,1963,51
noc26_ee124,180,2
noc26_ee125,1037,73
noc26_ee126,560,19
noc26_ee127,876,29
noc26_ee128,176,3
noc26_ee129,742,19
noc26_ee130,992,20
noc26_ee131,1348,156
noc26_ee132,108,2
noc26_ee133,801,12
noc26_ee134,2607,31
noc26_ee135,3315,54
noc26_ee137,1583,37
noc26_ee138,4761,84
noc26_ee139,3918,97
noc26_ee140,685,42
noc26_ee141,404,15
noc26_ee142,196,3
noc26_ee143,191,10
noc26_ee144,1666,48
noc26_ee145,146,2
noc26_ee146,2128,93
noc26_ee147,10851,436
noc26_ee148,375,9
noc26_ee149,644,18
noc26_ee150,265,11
noc26_ee151,693,40
noc26_ee152,1480,91
noc26_ee153,1122,32
noc26_ee154,5314,100
noc26_ee155,534,15
noc26_ee156,1793,26
noc26_ee157,1162,57
noc26_ee158,331,16
noc26_ee159,10032,116
noc26_ee160,255,7
noc26_ee161,221,6
noc26_ee162,499,6
noc26_ee163,511,10
noc26_ee164,153,2
noc26_ee165,171,7
noc26_ee166,1110,10
noc26_ee167,1396,83
noc26_ee168,2528,58
noc26_ee169,972,41
noc26_ee170,1176,42
noc26_ee171,1508,34
noc26_ee172,936,24
noc26_ee173,1036,34
noc26_ee174,2162,31
noc26_ee175,3583,60
noc26_ee176,1958,59
noc26_ee177,12325,536
noc26_ee178,3934,124
noc26_ee179,452,8
noc26_ee180,1409,47
noc26_ee181,1493,50
noc26_ee182,1395,44
noc26_ee183,341,11
noc26_ee184,551,14
noc26_ee185,394,13
noc26_ee186,321,28
noc26_ee187,7468,350
noc26_ee188,136,2
noc26_ee189,6141,178
noc26_ee190,1003,49
noc26_ee191,1181,30
noc26_ee192,202,7
noc26_ee193,5386,351
noc26_ee194,849,27
noc26_ee195,241,12
noc26_ee197,681,13
noc26_ee198,701,10
noc26_ee199,106,2
noc26_ee200,695,24
noc26_ee201,250,0
noc26_ee202,841,27
noc26_ee93,406,12
noc26_ee94,1154,34
noc26_ee95,246,2
noc26_ee96,4972,88
noc26_ee97,2115,45
noc26_ee98,760,22
noc26_ee99,218,3
noc26_ge100,10983,702
noc26_ge101,375,5
noc26_ge102,3961,115
noc26_ge103,621,16
noc26_ge104,148,5
noc26_ge105,3015,119
noc26_ge106,6095,390
noc26_ge47,139,3
noc26_ge48,307,6
noc26_ge49,566,16
noc26_ge50,1364,53
noc26_ge55,658,20
noc26_ge57,229,7
noc26_ge58,5964,403
noc26_ge59,2978,132
noc26_ge60,1078,41
noc26_ge61,1103,70
noc26_ge62,994,39
noc26_ge63,3835,384
noc26_ge64,603,80
noc26_ge65,2771,193
noc26_ge66,379,24
noc26_ge67,2085,86
noc26_ge68,778,5
noc26_ge69,3078,302
noc26_ge70,939,42
noc26_ge71,90,7
noc26_ge72,4438,135
noc26_ge73,83,5
noc26_ge74,172,2
noc26_ge75,2033,49
noc26_ge76,444,20
noc26_ge77,395,13
noc26_ge78,1800,93
noc26_ge79,16170,1856
noc26_ge80,754,37
noc26_ge81,1279,66
noc26_ge82,3530,271
noc26_ge83,8311,821
noc26_ge84,602,31
noc26_ge85,1950,79
noc26_ge86,483,18
noc26_ge87,1877,90
noc26_ge88,360,10
noc26_ge89,509,12
noc26_ge90,2143,109
noc26_ge91,1432,74
noc26_ge92,91,0
noc26_ge93,7943,646
noc26_ge94,313,6
noc26_ge95,266,6
noc26_ge96,4588,131
noc26_ge97,1760,100
noc26_ge98,3811,174
noc26_ge99,1315,119
noc26_hs121,345,15
noc26_hs123,Removed / Unavailable,Removed / Unavailable
noc26_hs124,1332,77
noc26_hs125,528,16
noc26_hs126,1228,67
noc26_hs127,1299,63
noc26_hs131,748,27
noc26_hs133,10323,833
noc26_hs135,1172,65
noc26_hs136,402,23
noc26_hs137,6666,436
noc26_hs138,140,6
noc26_hs139,4049,153
noc26_hs140,335,13
noc26_hs141,835,4
noc26_hs142,450,29
noc26_hs143,150,7
noc26_hs144,528,7
noc26_hs145,7417,650
noc26_hs146,519,43
noc26_hs147,986,57
noc26_hs148,368,21
noc26_hs149,3085,408
noc26_hs150,2015,230
noc26_hs151,384,10
noc26_hs152,400,29
noc26_hs153,971,46
noc26_hs154,1136,70
noc26_hs155,177,5
noc26_hs156,709,61
noc26_hs157,167,9
noc26_hs158,1107,415
noc26_hs159,353,20
noc26_hs160,23284,2753
noc26_hs161,6050,638
noc26_hs162,104,2
noc26_hs163,750,64
noc26_hs164,2580,487
noc26_hs165,334,14
noc26_hs166,4294,340
noc26_hs167,1311,111
noc26_hs168,4655,349
noc26_hs169,4004,272
noc26_hs170,68,0
noc26_hs171,78,2
noc26_hs172,390,54
noc26_hs173,764,32
noc26_hs174,6395,196
noc26_hs175,960,34
noc26_hs176,307,15
noc26_hs177,245,13
noc26_hs178,379,12
noc26_hs179,904,73
noc26_hs180,1075,57
noc26_hs181,2375,98
noc26_hs182,587,16
noc26_hs183,1017,38
noc26_hs184,7616,260
noc26_hs185,441,45
noc26_hs186,1235,42
noc26_hs187,244,8
noc26_hs188,5664,374
noc26_hs189,422,32
noc26_hs190,357,11
noc26_hs191,390,30
noc26_hs192,860,32
noc26_hs193,21957,1817
noc26_hs194,7720,688
noc26_hs195,299,28
noc26_hs196,223,9
noc26_hs197,639,10
noc26_hs198,3325,108
noc26_hs199,2018,101
noc26_hs200,1810,65
noc26_hs201,366,5
noc26_hs202,172,6
noc26_hs203,7775,749
noc26_hs204,1026,63
noc26_hs206,8696,1204
noc26_hs207,474,18
noc26_hs208,6757,437
noc26_hs209,1375,37
noc26_hs210,9276,1351
noc26_hs211,6849,445
noc26_hs212,178,5
noc26_hs213,715,158
noc26_hs214,1012,35
noc26_hs215,715,29
noc26_hs216,3355,261
noc26_hs217,356,10
noc26_hs218,485,37
noc26_hs219,676,19
noc26_hs220,595,34
noc26_hs221,311,12
noc26_hs222,1075,47
noc26_hs223,362,5
noc26_hs224,3871,109
noc26_hs225,956,55
noc26_hs226,1189,32
noc26_hs228,271,4
noc26_hs229,132,4
noc26_hs230,526,86
noc26_hs231,2007,85
noc26_hs232,2159,62
noc26_hs233,185,4
noc26_hs234,283,11
noc26_hs235,846,87
noc26_hs236,2198,52
noc26_hs237,720,49
noc26_hs238,629,55
noc26_hs239,176,8
noc26_hs240,717,20
noc26_hs241,2948,95
noc26_hs242,1967,105
noc26_hs243,1303,58
noc26_hs244,1099,41
noc26_hs245,833,22
noc26_hs246,383,18
noc26_hs247,1821,129
noc26_hs248,600,30
noc26_hs249,19409,1103
noc26_hs250,566,26
noc26_hs251,393,8
noc26_hs252,3708,761
noc26_hs253,709,44
noc26_hs254,1192,42
noc26_lw11,3236,109
noc26_lw12,758,25
noc26_lw13,483,21
noc26_lw14,958,73
noc26_lw15,519,77
noc26_lw16,436,14
noc26_lw17,1099,50
noc26_lw18,361,8
noc26_lw19,1170,35
noc26_lw20,1632,70
noc26_lw21,1370,53
noc26_lw22,4868,101
noc26_lw23,918,32
noc26_lw24,1324,54
noc26_lw25,875,3
noc26_lw26,3950,169
noc26_lw27,639,13
noc26_lw28,979,15
noc26_ma100,1291,21
noc26_ma101,202,6
noc26_ma102,3018,50
noc26_ma103,162,3
noc26_ma104,299,15
noc26_ma105,134,0
noc26_ma106,184,4
noc26_ma107,772,25
noc26_ma108,358,41
noc26_ma109,460,14
noc26_ma110,474,10
noc26_ma111,103,1
noc26_ma112,78,4
noc26_ma113,395,4
noc26_ma114,287,3
noc26_ma115,443,6
noc26_ma116,827,8
noc26_ma117,96,1
noc26_ma118,121,2
noc26_ma119,1697,60
noc26_ma120,175,3
noc26_ma121,441,5
noc26_ma122,976,10
noc26_ma123,2123,372
noc26_ma124,151,5
noc26_ma125,144,3
noc26_ma126,666,8
noc26_ma127,235,3
noc26_ma128,128,0
noc26_ma129,1035,17
noc26_ma130,1443,32
noc26_ma131,550,19
noc26_ma132,328,5
noc26_ma133,1613,58
noc26_ma134,205,4
noc26_ma135,300,6
noc26_ma136,137,1
noc26_ma137,310,4
noc26_ma138,186,1
noc26_ma139,1221,13
noc26_ma140,2141,52
noc26_ma141,392,3
noc26_ma142,148,7
noc26_ma143,351,3
noc26_ma144,98,1
noc26_ma145,378,9
noc26_ma71,103,0
noc26_ma72,208,8
noc26_ma73,330,2
noc26_ma74,125,2
noc26_ma75,888,34
noc26_ma77,490,5
noc26_ma78,800,20
noc26_ma79,164,4
noc26_ma80,2263,249
noc26_ma81,597,14
noc26_ma83,1043,21
noc26_ma84,1161,18
noc26_ma85,845,19
noc26_ma86,379,3
noc26_ma87,148,1
noc26_ma88,737,16
noc26_ma89,203,3
noc26_ma90,588,21
noc26_ma91,769,24
noc26_ma92,472,8
noc26_ma93,142,3
noc26_ma94,251,4
noc26_ma95,779,34
noc26_ma96,416,22
noc26_ma97,1681,77
noc26_ma98,1049,19
noc26_ma99,550,15
noc26_me104,Removed / Unavailable,Removed / Unavailable
noc26_me105,111,1
noc26_me106,647,17
noc26_me107,331,32
noc26_me108,87,1
noc26_me109,894,42
noc26_me110,464,5
noc26_me111,185,9
noc26_me112,4716,157
noc26_me113,565,32
noc26_me114,517,18
noc26_me115,368,31
noc26_me116,561,25
noc26_me117,237,6
noc26_me118,2728,64
noc26_me119,357,9
noc26_me120,436,45
noc26_me121,277,15
noc26_me122,413,11
noc26_me123,2054,72
noc26_me124,1127,57
noc26_me125,401,14
noc26_me126,1155,21
noc26_me127,3431,161
noc26_me128,678,43
noc26_me129,374,3
noc26_me130,100,2
noc26_me131,102,1
noc26_me132,113,3
noc26_me133,1196,34
noc26_me134,337,4
noc26_me135,587,16
noc26_me136,278,4
noc26_me137,1689,46
noc26_me138,764,20
noc26_me139,1074,108
noc26_me140,213,6
noc26_me141,7184,360
noc26_me142,1029,19
noc26_me143,279,10
noc26_me144,148,5
noc26_me145,362,13
noc26_me146,220,9
noc26_me147,408,7
noc26_me148,293,12
noc26_me149,1128,107
noc26_me150,197,4
noc26_me151,2074,88
noc26_me152,927,48
noc26_me153,300,4
noc26_me154,2407,172
noc26_me155,482,21
noc26_me156,1235,41
noc26_me157,533,14
noc26_me158,1479,121
noc26_me159,266,2
noc26_me160,783,21
noc26_me161,160,4
noc26_me162,622,32
noc26_me163,70,2
noc26_me164,885,19
noc26_me165,1398,43
noc26_me166,69,0
noc26_me167,1256,55
noc26_me168,108,3
noc26_me169,637,22
noc26_me170,510,11
noc26_me171,1005,40
noc26_me172,220,3
noc26_me173,405,7
noc26_me174,404,9
noc26_me175,1075,57
noc26_me176,108,5
noc26_me177,303,7
noc26_me178,122,10
noc26_me179,100,2
noc26_me180,265,5
noc26_me181,404,10
noc26_me182,339,11
noc26_me183,494,13
noc26_me184,96,7
noc26_me185,371,44
noc26_me186,118,3
noc26_me187,207,5
noc26_me188,3176,175
noc26_me189,4298,159
noc26_me190,120,2
noc26_me191,425,15
noc26_me192,649,31
noc26_me193,872,17
noc26_me194,333,18
noc26_me195,44,0
noc26_me196,576,15
noc26_me197,149,7
noc26_me198,503,14
noc26_me199,710,15
noc26_me200,378,13
noc26_me201,471,8
noc26_me202,1848,79
noc26_me203,1085,59
noc26_me204,774,34
noc26_mg100,6524,699
noc26_mg101,2191,207
noc26_mg102,860,176
noc26_mg103,1377,56
noc26_mg104,786,73
noc26_mg105,2871,175
noc26_mg106,2949,167
noc26_mg107,2869,155
noc26_mg108,1559,151
noc26_mg109,4366,469
noc26_mg110,588,13
noc26_mg111,1590,46
noc26_mg112,3293,179
noc26_mg113,5934,589
noc26_mg114,18378,2343
noc26_mg115,611,70
noc26_mg116,5437,392
noc26_mg117,2548,156
noc26_mg118,108,0
noc26_mg119,1000,68
noc26_mg120,1212,49
noc26_mg121,1611,40
noc26_mg122,6750,93
noc26_mg123,1450,26
noc26_mg124,782,15
noc26_mg125,952,93
noc26_mg126,2670,160
noc26_mg127,792,21
noc26_mg128,678,20
noc26_mg129,8612,1324
noc26_mg130,780,37
noc26_mg131,1431,66
noc26_mg132,1011,92
noc26_mg133,528,14
noc26_mg134,10058,1592
noc26_mg135,4028,392
noc26_mg136,272,37
noc26_mg137,1389,59
noc26_mg138,1063,60
noc26_mg139,15659,880
noc26_mg142,5318,326
noc26_mg143,1982,45
noc26_mg144,792,38
noc26_mg145,6047,523
noc26_mg146,779,32
noc26_mg147,3995,1325
noc26_mg148,1248,34
noc26_mg149,854,27
noc26_mg150,3547,94
noc26_mg151,646,22
noc26_mg152,8462,1607
noc26_mg153,3384,226
noc26_mg154,7015,545
noc26_mg155,2813,181
noc26_mg156,1203,47
noc26_mg157,4339,241
noc26_mg158,5092,831
noc26_mg159,570,28
noc26_mg80,4665,431
noc26_mg81,2209,37
noc26_mg82,2572,121
noc26_mg83,1507,47
noc26_mg84,12334,735
noc26_mg85,613,48
noc26_mg86,1428,122
noc26_mg87,3627,138
noc26_mg88,344,13
noc26_mg89,1481,211
noc26_mg90,351,13
noc26_mg91,777,64
noc26_mg92,3053,61
noc26_mg93,1410,179
noc26_mg94,4009,336
noc26_mg95,1023,62
noc26_mg96,2682,57
noc26_mg97,4041,183
noc26_mg98,2157,174
noc26_mg99,4723,205
noc26_mm48,78,2
noc26_mm49,455,11
noc26_mm50,449,6
noc26_mm51,293,2
noc26_mm53,110,2
noc26_mm54,120,3
noc26_mm55,53,1
noc26_mm56,1491,55
noc26_mm57,63,2
noc26_mm58,79,1
noc26_mm59,56,1
noc26_mm60,254,14
noc26_mm61,128,2
noc26_mm62,111,3
noc26_mm63,91,1
noc26_mm64,449,14
noc26_mm65,101,4
noc26_mm66,315,7
noc26_mm67,198,1
noc26_mm68,71,1
noc26_mm69,260,10
noc26_mm70,210,11
noc26_mm71,144,4
noc26_mm72,302,15
noc26_mm73,247,4
noc26_mm74,147,3
noc26_mm75,432,39
noc26_mm76,4471,69
noc26_mm77,58,1
noc26_mm78,369,16
noc26_mm79,762,65
noc26_mm80,221,19
noc26_mm81,83,5
noc26_mm82,161,6
noc26_mm83,497,22
noc26_mm84,324,70
noc26_mm85,74,2
noc26_mm86,137,4
noc26_mm87,348,22
noc26_mm88,88,2
noc26_mm89,152,4
noc26_mm90,29,0
noc26_mm91,179,5
noc26_oe05,202,12
noc26_oe06,351,5
noc26_oe07,145,3
noc26_oe08,234,10
noc26_oe09,492,17
noc26_ph34,1348,17
noc26_ph35,262,3
noc26_ph36,540,17
noc26_ph37,459,12
noc26_ph38,160,2
noc26_ph39,685,16
noc26_ph40,588,30
noc26_ph41,279,8
noc26_ph42,459,24
noc26_ph43,456,14
noc26_ph44,991,24
noc26_ph45,202,5
noc26_ph46,112,5
noc26_ph47,66,3
noc26_ph48,629,10
noc26_ph49,422,13
noc26_ph50,442,8
noc26_ph51,371,11
noc26_ph52,401,8
noc26_ph53,208,8
noc26_ph54,219,4
noc26_ph55,207,3
noc26_ph56,1032,65
noc26_ph57,2232,193
noc26_ph58,440,5
noc26_ph59,250,2
noc26_ph60,454,9
noc26_ph61,709,44
noc26_ph62,657,21
noc26_ph63,150,1
noc26_ph64,142,5
noc26_ph65,1010,30
noc26_ph66,386,9
noc26_te09,167,2
noc26_te10,254,2
noc26_te11,374,25
noc26_te12,511,62
noc26_te13,404,19
noc26_te14,182,5
TOTAL,2310083,144187
